AngleStartDeg,AngleEndDeg,ObservationCount
0,10,571
10,20,536
20,30,487
30,40,445
40,50,457
50,60,475
60,70,467
70,80,421
80,90,574
90,100,448
100,110,466
110,120,441
120,130,455
130,140,441
140,150,429
150,160,435
160,170,525
170,180,495
180,190,587
190,200,604
200,210,567
210,220,592
220,230,495
230,240,490
240,250,514
250,260,606
260,270,535
270,280,568
280,290,549
290,300,508
300,310,539
310,320,565
320,330,607
330,340,509
340,350,550
350,360,521
