AngleStartDeg,AngleEndDeg,ObservationCount
0,10,221
10,20,236
20,30,252
30,40,246
40,50,236
50,60,234
60,70,298
70,80,278
80,90,323
90,100,291
100,110,319
110,120,299
120,130,267
130,140,261
140,150,254
150,160,243
160,170,321
170,180,337
180,190,281
190,200,270
200,210,241
210,220,223
220,230,256
230,240,210
240,250,201
250,260,206
260,270,192
270,280,197
280,290,217
290,300,222
300,310,193
310,320,162
320,330,228
330,340,206
340,350,193
350,360,223
