AngleStartDeg,AngleEndDeg,ObservationCount
0,10,1031
10,20,872
20,30,777
30,40,700
40,50,681
50,60,611
60,70,504
70,80,466
80,90,464
90,100,458
100,110,479
110,120,487
120,130,500
130,140,496
140,150,564
150,160,590
160,170,626
170,180,681
180,190,681
190,200,737
200,210,678
210,220,628
220,230,575
230,240,565
240,250,577
250,260,604
260,270,613
270,280,670
280,290,659
290,300,635
300,310,706
310,320,698
320,330,778
330,340,839
340,350,835
350,360,1014
