AngleStartDeg,AngleEndDeg,ObservationCount
0,10,576
10,20,537
20,30,487
30,40,445
40,50,457
50,60,475
60,70,467
70,80,421
80,90,574
90,100,448
100,110,466
110,120,441
120,130,455
130,140,441
140,150,431
150,160,437
160,170,527
170,180,496
180,190,588
190,200,607
200,210,569
210,220,594
220,230,498
230,240,492
240,250,515
250,260,609
260,270,535
270,280,570
280,290,555
290,300,515
300,310,543
310,320,580
320,330,614
330,340,514
340,350,557
350,360,526
