AngleStartDeg,AngleEndDeg,ObservationCount
0,10,845
10,20,740
20,30,630
30,40,577
40,50,583
50,60,499
60,70,390
70,80,359
80,90,364
90,100,367
100,110,393
110,120,393
120,130,402
130,140,399
140,150,419
150,160,461
160,170,491
170,180,507
180,190,546
190,200,631
200,210,562
210,220,465
220,230,433
230,240,432
240,250,416
250,260,444
260,270,466
270,280,507
280,290,510
290,300,486
300,310,526
310,320,548
320,330,631
330,340,679
340,350,689
350,360,814
