AngleStartDeg,AngleEndDeg,ObservationCount
0,10,1078
10,20,1071
20,30,1018
30,40,987
40,50,907
50,60,948
60,70,1061
70,80,984
80,90,1031
90,100,892
100,110,923
110,120,884
120,130,891
130,140,858
140,150,851
150,160,888
160,170,994
170,180,1045
180,190,1113
190,200,1104
200,210,1056
210,220,1025
220,230,896
230,240,917
240,250,989
250,260,1032
260,270,948
270,280,983
280,290,938
290,300,837
300,310,892
310,320,927
320,330,1022
330,340,952
340,350,989
350,360,934
