AngleStartDeg,AngleEndDeg,ObservationCount
0,10,879
10,20,775
20,30,675
30,40,621
40,50,610
50,60,535
60,70,413
70,80,388
80,90,400
90,100,398
100,110,434
110,120,439
120,130,442
130,140,440
140,150,466
150,160,485
160,170,518
170,180,562
180,190,583
190,200,658
200,210,582
210,220,484
220,230,446
230,240,455
240,250,450
250,260,485
260,270,501
270,280,538
280,290,545
290,300,517
300,310,571
310,320,583
320,330,665
330,340,731
340,350,738
350,360,867
