AngleStartDeg,AngleEndDeg,ObservationCount
0,10,1030
10,20,870
20,30,770
30,40,692
40,50,675
50,60,603
60,70,497
70,80,460
80,90,453
90,100,448
100,110,475
110,120,482
120,130,496
130,140,489
140,150,541
150,160,553
160,170,600
170,180,650
180,190,653
190,200,704
200,210,643
210,220,611
220,230,560
230,240,547
240,250,555
250,260,576
260,270,601
270,280,668
280,290,658
290,300,634
300,310,705
310,320,697
320,330,777
330,340,839
340,350,833
350,360,1010
