AngleStartDeg,AngleEndDeg,ObservationCount
0,10,1002
10,20,848
20,30,735
30,40,680
40,50,662
50,60,588
60,70,485
70,80,444
80,90,446
90,100,435
100,110,469
110,120,482
120,130,489
130,140,485
140,150,524
150,160,545
160,170,588
170,180,635
180,190,632
190,200,682
200,210,624
210,220,565
220,230,533
230,240,515
240,250,532
250,260,550
260,270,584
270,280,641
280,290,642
290,300,621
300,310,695
310,320,684
320,330,767
330,340,828
340,350,815
350,360,980
