AngleStartDeg,AngleEndDeg,ObservationCount
0,10,890
10,20,856
20,30,738
30,40,721
40,50,698
50,60,718
60,70,770
70,80,701
80,90,796
90,100,685
100,110,717
110,120,701
120,130,679
130,140,627
140,150,631
150,160,645
160,170,775
170,180,806
180,190,878
190,200,873
200,210,844
210,220,807
220,230,686
230,240,704
240,250,735
250,260,804
260,270,709
270,280,781
280,290,755
290,300,665
300,310,704
310,320,752
320,330,842
330,340,746
340,350,795
350,360,763
