AngleStartDeg,AngleEndDeg,ObservationCount
0,10,1050
10,20,1057
20,30,1004
30,40,985
40,50,906
50,60,944
60,70,1055
70,80,969
80,90,1021
90,100,883
100,110,908
110,120,856
120,130,871
130,140,842
140,150,842
150,160,877
160,170,988
170,180,1042
180,190,1108
190,200,1101
200,210,1054
210,220,1023
220,230,888
230,240,908
240,250,982
250,260,1024
260,270,936
270,280,969
280,290,926
290,300,828
300,310,881
310,320,914
320,330,1012
330,340,933
340,350,984
350,360,922
