AngleStartDeg,AngleEndDeg,ObservationCount
0,10,472
10,20,450
20,30,441
30,40,403
40,50,417
50,60,411
60,70,410
70,80,366
80,90,522
90,100,396
100,110,412
110,120,385
120,130,421
130,140,396
140,150,384
150,160,382
160,170,460
170,180,435
180,190,502
190,200,525
200,210,501
210,220,517
220,230,426
230,240,432
240,250,463
250,260,546
260,270,505
270,280,524
280,290,489
290,300,462
300,310,490
310,320,492
320,330,532
330,340,425
340,350,453
350,360,444
