AngleStartDeg,AngleEndDeg,ObservationCount
0,10,209
10,20,183
20,30,189
30,40,218
40,50,203
50,60,209
60,70,203
70,80,186
80,90,247
90,100,174
100,110,190
110,120,163
120,130,181
130,140,152
140,150,159
150,160,153
160,170,173
170,180,137
180,190,176
190,200,198
200,210,206
210,220,275
220,230,224
230,240,235
240,250,222
250,260,284
260,270,269
270,280,276
280,290,248
290,300,244
300,310,246
310,320,201
320,330,232
330,340,176
340,350,164
350,360,163
