AngleStartDeg,AngleEndDeg,ObservationCount
0,10,245
10,20,251
20,30,229
30,40,242
40,50,245
50,60,234
60,70,187
70,80,184
80,90,166
90,100,215
100,110,143
110,120,136
120,130,135
130,140,125
140,150,141
150,160,141
160,170,200
170,180,208
180,190,238
190,200,284
200,210,248
210,220,216
220,230,187
230,240,186
240,250,224
250,260,197
260,270,202
270,280,179
280,290,185
290,300,171
300,310,199
310,320,206
320,330,164
330,340,199
340,350,217
350,360,221
