AngleStartDeg,AngleEndDeg,ObservationCount
0,10,889
10,20,777
20,30,679
30,40,623
40,50,615
50,60,539
60,70,421
70,80,396
80,90,400
90,100,398
100,110,434
110,120,441
120,130,448
130,140,456
140,150,476
150,160,498
160,170,527
170,180,582
180,190,595
190,200,669
200,210,603
210,220,516
220,230,500
230,240,483
240,250,480
250,260,510
260,270,532
270,280,569
280,290,580
290,300,549
300,310,608
310,320,593
320,330,686
330,340,752
340,350,758
350,360,876
