AngleStartDeg,AngleEndDeg,ObservationCount
0,10,982
10,20,985
20,30,928
30,40,898
40,50,862
50,60,906
60,70,980
70,80,905
80,90,977
90,100,817
100,110,855
110,120,820
120,130,822
130,140,786
140,150,780
150,160,800
160,170,928
170,180,980
180,190,1041
190,200,1044
200,210,996
210,220,942
220,230,819
230,240,842
240,250,893
250,260,973
260,270,886
270,280,914
280,290,895
290,300,801
300,310,833
310,320,862
320,330,957
330,340,875
340,350,902
350,360,852
