AngleStartDeg,AngleEndDeg,ObservationCount
0,10,957
10,20,955
20,30,914
30,40,868
40,50,841
50,60,887
60,70,960
70,80,883
80,90,955
90,100,792
100,110,823
110,120,794
120,130,779
130,140,744
140,150,747
150,160,759
160,170,879
170,180,915
180,190,1017
190,200,1020
200,210,980
210,220,921
220,230,782
230,240,802
240,250,861
250,260,920
260,270,861
270,280,882
280,290,857
290,300,772
300,310,810
310,320,845
320,330,938
330,340,853
340,350,883
350,360,836
