AngleStartDeg,AngleEndDeg,ObservationCount
0,10,985
10,20,989
20,30,934
30,40,904
40,50,864
50,60,910
60,70,991
70,80,912
80,90,983
90,100,821
100,110,856
110,120,820
120,130,824
130,140,790
140,150,783
150,160,805
160,170,937
170,180,987
180,190,1044
190,200,1047
200,210,998
210,220,942
220,230,819
230,240,842
240,250,895
250,260,973
260,270,888
270,280,917
280,290,896
290,300,801
300,310,833
310,320,868
320,330,960
330,340,880
340,350,905
350,360,854
