AngleStartDeg,AngleEndDeg,ObservationCount
0,10,835
10,20,805
20,30,695
30,40,656
40,50,626
50,60,664
60,70,729
70,80,650
80,90,765
90,100,664
100,110,694
110,120,681
120,130,651
130,140,609
140,150,601
150,160,617
160,170,753
170,180,767
180,190,830
190,200,826
200,210,811
210,220,768
220,230,658
230,240,675
240,250,713
250,260,788
260,270,689
270,280,747
280,290,719
290,300,656
300,310,685
310,320,740
320,330,826
330,340,722
340,350,773
350,360,738
