AngleStartDeg,AngleEndDeg,ObservationCount
0,10,368
10,20,345
20,30,299
30,40,269
40,50,285
50,60,242
60,70,185
70,80,182
80,90,178
90,100,183
100,110,227
110,120,213
120,130,192
130,140,178
140,150,180
150,160,178
160,170,206
170,180,203
180,190,244
190,200,309
200,210,252
210,220,251
220,230,252
230,240,247
240,250,210
250,260,235
260,270,238
270,280,239
280,290,246
290,300,230
300,310,230
310,320,194
320,330,254
330,340,290
340,350,303
350,360,384
