AngleStartDeg,AngleEndDeg,ObservationCount
0,10,391
10,20,371
20,30,323
30,40,321
40,50,315
50,60,367
60,70,380
70,80,320
80,90,391
90,100,319
100,110,260
110,120,281
120,130,324
130,140,352
140,150,438
150,160,386
160,170,439
170,180,518
180,190,548
190,200,468
200,210,404
210,220,413
220,230,347
230,240,359
240,250,372
250,260,362
260,270,318
270,280,314
280,290,341
290,300,330
300,310,332
310,320,301
320,330,383
330,340,413
340,350,385
350,360,363
