AngleStartDeg,AngleEndDeg,ObservationCount
0,10,426
10,20,497
20,30,505
30,40,404
40,50,363
50,60,413
60,70,511
70,80,508
80,90,485
90,100,440
100,110,420
110,120,369
120,130,393
130,140,355
140,150,438
150,160,459
160,170,470
170,180,480
180,190,497
190,200,497
200,210,495
210,220,433
220,230,419
230,240,455
240,250,437
250,260,424
260,270,451
270,280,421
280,290,464
290,300,433
300,310,443
310,320,467
320,330,479
330,340,460
340,350,415
350,360,374
