AngleStartDeg,AngleEndDeg,ObservationCount
0,10,982
10,20,984
20,30,926
30,40,898
40,50,861
50,60,906
60,70,980
70,80,897
80,90,966
90,100,805
100,110,843
110,120,803
120,130,792
130,140,762
140,150,770
150,160,787
160,170,919
170,180,966
180,190,1033
190,200,1036
200,210,990
210,220,937
220,230,805
230,240,833
240,250,891
250,260,973
260,270,885
270,280,904
280,290,889
290,300,797
300,310,833
310,320,861
320,330,956
330,340,875
340,350,902
350,360,852
