AngleStartDeg,AngleEndDeg,ObservationCount
0,10,719
10,20,709
20,30,616
30,40,594
40,50,572
50,60,619
60,70,671
70,80,597
80,90,709
90,100,577
100,110,629
110,120,610
120,130,585
130,140,554
140,150,557
150,160,547
160,170,639
170,180,613
180,190,694
190,200,708
200,210,703
210,220,691
220,230,596
230,240,623
240,250,667
250,260,731
260,270,621
270,280,656
280,290,667
290,300,619
300,310,639
310,320,700
320,330,766
330,340,646
340,350,687
350,360,667
