AngleStartDeg,AngleEndDeg,ObservationCount
0,10,909
10,20,794
20,30,690
30,40,643
40,50,624
50,60,542
60,70,431
70,80,403
80,90,406
90,100,398
100,110,438
110,120,445
120,130,462
130,140,467
140,150,494
150,160,529
160,170,559
170,180,604
180,190,608
190,200,670
200,210,610
210,220,550
220,230,520
230,240,498
240,250,506
250,260,533
260,270,547
270,280,589
280,290,596
290,300,575
300,310,638
310,320,610
320,330,701
330,340,761
340,350,770
350,360,897
