AngleStartDeg,AngleEndDeg,ObservationCount
0,10,943
10,20,818
20,30,726
30,40,677
40,50,659
50,60,580
60,70,476
70,80,436
80,90,434
90,100,431
100,110,467
110,120,468
120,130,481
130,140,481
140,150,513
150,160,537
160,170,569
170,180,609
180,190,608
190,200,670
200,210,610
210,220,555
220,230,528
230,240,513
240,250,529
250,260,546
260,270,576
270,280,622
280,290,622
290,300,600
300,310,681
310,320,648
320,330,742
330,340,802
340,350,794
350,360,943
