AngleStartDeg,AngleEndDeg,ObservationCount
0,10,416
10,20,472
20,30,455
30,40,421
40,50,462
50,60,451
60,70,475
70,80,441
80,90,470
90,100,415
100,110,442
110,120,389
120,130,446
130,140,437
140,150,436
150,160,490
160,170,523
170,180,501
180,190,578
190,200,540
200,210,489
210,220,477
220,230,556
230,240,573
240,250,552
250,260,530
260,270,494
270,280,468
280,290,415
290,300,355
300,310,371
310,320,387
320,330,433
330,340,387
340,350,431
350,360,475
