AngleStartDeg,AngleEndDeg,ObservationCount
0,10,535
10,20,504
20,30,464
30,40,420
40,50,434
50,60,437
60,70,434
70,80,393
80,90,550
90,100,422
100,110,449
110,120,424
120,130,448
130,140,432
140,150,419
150,160,428
160,170,515
170,180,486
180,190,582
190,200,593
200,210,552
210,220,569
220,230,482
230,240,465
240,250,498
250,260,588
260,270,526
270,280,555
280,290,538
290,300,490
300,310,525
310,320,546
320,330,593
330,340,490
340,350,517
350,360,489
