AngleStartDeg,AngleEndDeg,ObservationCount
0,10,879
10,20,775
20,30,675
30,40,618
40,50,608
50,60,527
60,70,408
70,80,381
80,90,388
90,100,380
100,110,416
110,120,412
120,130,417
130,140,417
140,150,433
150,160,467
160,170,500
170,180,521
180,190,551
190,200,639
200,210,568
210,220,474
220,230,438
230,240,445
240,250,432
250,260,463
260,270,492
270,280,533
280,290,543
290,300,513
300,310,571
310,320,582
320,330,663
330,340,731
340,350,737
350,360,867
