AngleStartDeg,AngleEndDeg,ObservationCount
0,10,182
10,20,149
20,30,123
30,40,139
40,50,131
50,60,166
60,70,159
70,80,141
80,90,179
90,100,149
100,110,143
110,120,147
120,130,157
130,140,168
140,150,215
150,160,209
160,170,228
170,180,313
180,190,324
190,200,289
200,210,242
210,220,237
220,230,198
230,240,194
240,250,188
250,260,186
260,270,182
270,280,170
280,290,184
290,300,171
300,310,165
310,320,151
320,330,161
330,340,215
340,350,216
350,360,202
