AngleStartDeg,AngleEndDeg,ObservationCount
0,10,854
10,20,828
20,30,720
30,40,695
40,50,669
50,60,703
60,70,738
70,80,653
80,90,765
90,100,665
100,110,697
110,120,685
120,130,653
130,140,610
140,150,604
150,160,620
160,170,756
170,180,778
180,190,834
190,200,831
200,210,816
210,220,777
220,230,661
230,240,675
240,250,714
250,260,790
260,270,696
270,280,757
280,290,731
290,300,659
300,310,694
310,320,744
320,330,828
330,340,726
340,350,779
350,360,742
