AngleStartDeg,AngleEndDeg,ObservationCount
0,10,1005
10,20,851
20,30,736
30,40,681
40,50,662
50,60,588
60,70,485
70,80,444
80,90,446
90,100,435
100,110,470
110,120,482
120,130,489
130,140,486
140,150,537
150,160,549
160,170,597
170,180,646
180,190,641
190,200,697
200,210,636
210,220,592
220,230,546
230,240,528
240,250,541
250,260,559
260,270,598
270,280,665
280,290,657
290,300,634
300,310,705
310,320,697
320,330,777
330,340,832
340,350,818
350,360,985
