AngleStartDeg,AngleEndDeg,ObservationCount
0,10,953
10,20,951
20,30,897
30,40,855
40,50,827
50,60,862
60,70,928
70,80,842
80,90,920
90,100,779
100,110,810
110,120,783
120,130,766
130,140,719
140,150,739
150,160,750
160,170,872
170,180,890
180,190,1009
190,200,1016
200,210,962
210,220,912
220,230,777
230,240,793
240,250,857
250,260,913
260,270,849
270,280,866
280,290,835
290,300,760
300,310,803
310,320,838
320,330,933
330,340,851
340,350,877
350,360,830
