AngleStartDeg,AngleEndDeg,ObservationCount
0,10,1031
10,20,872
20,30,777
30,40,700
40,50,681
50,60,608
60,70,502
70,80,462
80,90,457
90,100,449
100,110,476
110,120,483
120,130,497
130,140,492
140,150,560
150,160,582
160,170,619
170,180,672
180,190,672
190,200,720
200,210,654
210,220,617
220,230,563
230,240,554
240,250,560
250,260,582
260,270,605
270,280,670
280,290,659
290,300,635
300,310,706
310,320,698
320,330,778
330,340,839
340,350,835
350,360,1014
