AngleStartDeg,AngleEndDeg,ObservationCount
0,10,945
10,20,947
20,30,888
30,40,849
40,50,824
50,60,859
60,70,925
70,80,829
80,90,914
90,100,773
100,110,806
110,120,776
120,130,761
130,140,704
140,150,725
150,160,728
160,170,841
170,180,883
180,190,993
190,200,991
200,210,954
210,220,903
220,230,763
230,240,775
240,250,850
250,260,905
260,270,820
270,280,852
280,290,817
290,300,746
300,310,799
310,320,836
320,330,928
330,340,846
340,350,875
350,360,828
