AngleStartDeg,AngleEndDeg,ObservationCount
0,10,865
10,20,760
20,30,665
30,40,599
40,50,594
50,60,519
60,70,398
70,80,368
80,90,364
90,100,369
100,110,395
110,120,393
120,130,403
130,140,400
140,150,419
150,160,462
160,170,492
170,180,512
180,190,548
190,200,632
200,210,564
210,220,471
220,230,435
230,240,439
240,250,423
250,260,460
260,270,487
270,280,525
280,290,537
290,300,509
300,310,570
310,320,576
320,330,657
330,340,721
340,350,718
350,360,853
