AngleStartDeg,AngleEndDeg,ObservationCount
0,10,1098
10,20,909
20,30,812
30,40,733
40,50,722
50,60,622
60,70,511
70,80,471
80,90,466
90,100,464
100,110,490
110,120,497
120,130,523
130,140,511
140,150,584
150,160,618
160,170,684
170,180,733
180,190,727
190,200,792
200,210,725
210,220,673
220,230,619
230,240,611
240,250,627
250,260,644
260,270,652
270,280,715
280,290,722
290,300,693
300,310,776
310,320,766
320,330,827
330,340,890
340,350,902
350,360,1094
