AngleStartDeg,AngleEndDeg,ObservationCount
0,10,884
10,20,776
20,30,675
30,40,621
40,50,611
50,60,535
60,70,413
70,80,388
80,90,400
90,100,398
100,110,434
110,120,439
120,130,443
130,140,447
140,150,469
150,160,488
160,170,519
170,180,567
180,190,584
190,200,664
200,210,597
210,220,509
220,230,484
230,240,474
240,250,476
250,260,506
260,270,526
270,280,556
280,290,564
290,300,535
300,310,591
310,320,588
320,330,674
330,340,741
340,350,752
350,360,872
