AngleStartDeg,AngleEndDeg,ObservationCount
0,10,502
10,20,484
20,30,455
30,40,410
40,50,424
50,60,418
60,70,418
70,80,382
80,90,539
90,100,410
100,110,434
110,120,400
120,130,434
130,140,411
140,150,403
150,160,411
160,170,488
170,180,470
180,190,552
190,200,573
200,210,530
210,220,553
220,230,448
230,240,443
240,250,476
250,260,569
260,270,521
270,280,537
280,290,512
290,300,472
300,310,504
310,320,511
320,330,572
330,340,456
340,350,481
350,360,465
