Episode,Outcome,DurationSeconds,Steps,DamageDealt,MeanEncirclementSpanDeg,MeanDistanceToPlayer
1,PlayerWon,24.29,1215,170.00,122.4,2.40
2,EnemyWon,33.36,1668,164.00,75.6,2.29
3,PlayerWon,35.81,1791,136.00,60.6,2.46
4,EnemyWon,37.78,1889,174.00,103.6,2.34
