Episode,Outcome,DurationSeconds,Steps,DamageDealt,MeanEncirclementSpanDeg,MeanDistanceToPlayer
1,EnemyWon,30.49,1525,196.00,127.2,2.81
2,EnemyWon,34.89,1745,196.00,94.5,2.12
3,EnemyWon,34.62,1731,206.00,124.6,2.41
4,EnemyWon,24.74,1237,152.00,120.8,2.49
5,EnemyWon,30.33,1516,204.00,106.6,2.18
6,EnemyWon,36.11,1806,184.00,106.4,2.33
7,EnemyWon,33.85,1692,160.00,78.7,2.33
